status,display_name,first_name,last_name,esb_id,gsis_id,suffix,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,draft_number,uniform_number,draft_round,season
RET,David Mims,David,Mims,MIM611649,00-0028318,,,,OL,T,70,80,350,1,BAL,,325,,,,,,,,,,32004d49-4d61-1649-7ff8-add7cdb76b31,,,,,
RET,David Nugent,David,Nugent,NUG350982,00-0019575,,,,DL,DT,70,76,295,3,BAL,,325,,,,,,,,,,32004e55-4735-0982-9ebe-0ea5d37851c2,,,,,
ACT,David Ojabo,David,Ojabo,OJA415291,00-0038142,,,Michigan,LB,OLB,90,77,250,2,BAL,,325,David,2022,2022,BAL,Big Ten Conference,A01,Active,54510,D.Ojabo,32004f4a-4141-5291-9c6d-849217a312b3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tqkvnubvn1gkgj1gnv7p",45,90,,
RET,David Tyree,David,Tyree,TYR159366,00-0021927,,,,WR,WR,17,72,206,6,BAL,,325,,,,,,,,,,32005459-5215-9366-b1fd-12192a7e9885,,,,,
RET,Davon Drew,Davon,Drew,JON000001,00-0026915,,,,TE,TE,80,76,260,1,BAL,,325,,,,,,,,,,32004a4f-4e00-0001-c564-2a7eb1e685fc,,,,,
RET,Dayne Crist,Dayne,Crist,CRI393979,00-0030409,,,,QB,QB,,76,235,0,BAL,,325,,,,,,,,,,32004352-4939-3979-e12d-5673f12a9fd8,,,,,
DEV,De'Anthony Thomas,De'Anthony,Thomas,THO095665,00-0031060,,05-01-1993,Oregon,WR,WR,16,68,176,7,BAL,1,325,De'Anthony,2014,2014,KC,Pacific Twelve Conference,W03,Waivers/No Rec.,41353,D.Thomas,32005448-4f09-5665-2ec7-1e2e24294c99,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ubevvtu8f1snobsxnnwl",124,16,,
UFA,DeAndrew White,DeAndrew,White,WHI152624,00-0031511,,16-10-1991,Alabama,WR,WR,18,72,195,3,BAL,1,325,DeAndrew,2015,2015,,Southeastern Conference,R01,R/Injured,42607,D.White,32005748-4915-2624-26c3-e9625de98423,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lqmfu6qd0olpnvocajbh",,18,,
CUT,DeSean Jackson,DeSean,Jackson,JAC127681,00-0026189,,01-12-1986,California,WR,WR,15,70,175,13,BAL,1,325,DeSean,2008,2008,PHI,Pacific Ten Conference,W03,Waivers/No Rec.,33130,D.Jackson,32004a41-4312-7681-93f9-b06ab3ee3184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",49,15,,
CUT,DeVier Posey,DeVier,Posey,POS172116,00-0029673,,15-03-1990,Ohio State,WR,WR,85,73,214,3,BAL,1,325,DeVier,2012,2012,HOU,Big Ten Conference,A01,Active,38598,D.Posey,3200504f-5317-2116-ca98-8dcd9f4fdd57,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/neyvfbqn4cma8ecy22hb",68,,,
RET,Deion Sanders,Deion,Sanders,SAN282736,00-0014324,,,,DB,CB,37,73,198,14,BAL,,325,,,,,,,,,,32005341-4e28-2736-9bcf-df916eb4e7b1,,,,,
ACT,Del'Shawn Phillips,Del'Shawn,Phillips,PHI147557,00-0035202,,09-10-1996,Illinois,LB,OLB,53,74,230,4,BAL,1,325,Del'Shawn,2019,2019,,Big Ten Conference,A01,Active,48364,D.Phillips,32005048-4914-7557-56d1-20c877d35f31,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etj6rfrlxlrlfrzzuaai",,53,,
UFA,Dennis Pitta,Dennis,Pitta,PIT086233,00-0027714,Jr.,29-06-1985,Brigham Young,TE,TE,88,76,238,8,BAL,1,325,Dennis,,,,,,,35553,,32005049-5408-6233-a2dd-e52c8093f22d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/liu0pixlkbyftxesaq06",,,,
NWT,Denzel Rice,Denzel,Rice,RIC078760,00-0031688,,31-03-1993,Coastal Carolina,DB,DB,37,72,185,3,BAL,1,325,Denzel,2015,2015,,Big South Conference,A01,Active,42719,D.Rice,32005249-4307-8760-8011-6f714fa9f5a9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edivoc3fbe3y0jhgw62n",,,,
CUT,Denzel Williams,Denzel,Williams,WIL230127,00-0037189,,,Villanova,DB,DB,39,70,190,,BAL,,325,Denzel,2022,2022,,Colonial Athletic Association,W03,Waivers/No Rec.,54867,Dn.Williams,32005749-4c23-0127-b3ed-9561e5ca5321,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qyxq8tjdoacvmlrqijyw",,39,,
RET,Derek Abney,Derek,Abney,ABN177981,00-0022830,,,,WR,WR,12,69,180,0,BAL,,325,,,,,,,,,,32004142-4e17-7981-d1fd-9d3f3217b29a,,,,,
RET,Derek Cox,Derek,Cox,COX192709,00-0027047,,,,DB,CB,46,73,195,6,BAL,,325,,,,,,,,,,3200434f-5819-2709-dcb8-ceb62b5beef0,,,,,
RET,Derek Simmons,Derek,Simmons,SIM167787,00-0028490,,,,DL,DT,69,75,300,0,BAL,,325,,,,,,,,,,32005349-4d16-7787-ee7c-65655b298e7f,,,,,
CUT,Derek Wolfe,Derek,Wolfe,WOL309455,00-0029586,,24-02-1990,Cincinnati,DL,DE,95,77,285,9,BAL,1,325,Derek,2012,2012,DEN,Big East,A01,Active,38566,D.Wolfe,3200574f-4c30-9455-72d0-e7d6893ee805,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vw63rdpjpc1rh3az3zme",36,95,,
CUT,Derrick Nelson,Derrick,Nelson,NEL337107,00-0034014,,03-05-1994,Rutgers,OL,C,62,75,295,0,BAL,1,325,Derrick,2017,2017,,Big Ten Conference,A01,Active,45839,D.Nelson,32004e45-4c33-7107-5924-262dafa6198d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eud40xvq0izfu9jr7phr",,,,
ACT,Devin Duvernay,Devin,Duvernay,DUV459005,00-0036331,,12-09-1997,Texas,WR,WR,13,71,210,4,BAL,,325,Devin,2020,2020,BAL,Big Twelve Conference,A01,Active,52500,D.Duvernay,32004455-5645-9005-cfce-f0b0bb8205b8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hmftubhkmwgqmi5x8scq",92,13,,2020
RET,Devin Goda,Devin,Goda,GOD046971,00-0029374,,,,WR,WR,85,74,218,0,BAL,,325,,,,,,,,,,3200474f-4404-6971-7d0f-7b19b4b64a2e,,,,,
RET,Devin Tyler,Devin,Tyler,TYL158817,00-0027351,,,,OL,T,60,79,305,0,BAL,,325,,,,,,,,,,32005459-4c15-8817-8da1-e0f24c83008c,,,,,
CUT,Devon Kennard,Devon,Kennard,KEN208338,00-0031241,,24-06-1991,Southern California,LB,OLB,47,75,256,7,BAL,1,325,Devon,2014,2014,NYG,Pacific Twelve Conference,P07,PS; Vet,41403,D.Kennard,32004b45-4e20-8338-7402-3f84e3700026,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbnbmm472r2yob1cwxqj",174,47,,
CUT,Devon Williams,Devon,Williams,WIL235459,00-0037187,,,Oregon,WR,WR,17,77,207,,BAL,,325,Devon,2022,2022,,Pacific Twelve Conference,W03,Waivers/No Rec.,54865,De.Williams,32005749-4c23-5459-4c42-e74248b17a0a,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o7ejb3lnolriyrgc80zd",,17O,,
ACT,Devonta Freeman,Devonta,Freeman,FRE174508,00-0031285,Jr.,15-03-1992,Florida State,RB,RB,33,68,206,7,BAL,1,325,Devonta,2014,2014,ATL,Atlantic Coast Conference,A01,Active,41332,D.Freeman,32004652-4517-4508-d090-1405fbc174e5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjhvfwypu1byxfo2uvki",103,33,,
RET,Dexter Daniels,Dexter,Daniels,DAN549627,00-0003865,,,,LB,LB,53,72,241,0,BAL,,325,,,,,,,,,,32004441-4e54-9627-9312-64fe562d2c2a,,,,,
UFA,Dez Bryant,Dez,Bryant,BRY336027,00-0027902,,04-11-1988,Oklahoma State,WR,WR,88,74,220,10,BAL,1,325,Dez,2010,2010,DAL,Big Twelve Conference,A01,Active,35463,D.Bryant,32004252-5933-6027-4b90-c84470ce4b8e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmggujwkiv7osgkhhnhl",24,88,,
RET,Dobson Collins,Dobson,Collins,COL532275,00-0026764,,,,WR,WR,,74,189,1,BAL,,325,,,,,,,,,,3200434f-4c53-2275-f06a-a63c1c33dd89,,,,,
RET,Dominique Franks,Dominique,Franks,FRA586643,00-0027735,,,,DB,CB,32,72,197,4,BAL,,325,,,,,,,,,,32004652-4158-6643-41f8-dc030f04fd5c,,,,,
RET,Domonique Foxworth,Domonique,Foxworth,FOX813566,00-0023532,,,,DB,DB,24,71,180,7,BAL,,325,,,,,,,,,,3200464f-5881-3566-bb9d-c7cf928d1471,,,,,
RET,Donny Brady,Donny,Brady,BRA327033,00-0001656,,,,DB,DB,24,74,195,3,BAL,,325,,,,,,,,,,32004252-4132-7033-7b9a-579982f74018,,,,,
CUT,Dontay Demus,Dontay,Demus,DEM781426,00-0038447,,,Maryland,WR,WR,18,76,215,0,BAL,,325,Dontay,2023,2023,,Big Ten Conference,W03,Waivers/No Rec.,56198,D.Demus,32004445-4d78-1426-1ee0-7b51f9fea1eb,,,18O,,
CUT,Donte Sylencieux,Donte,Sylencieux,,00-0036585,,,Graceland,WR,WR,0,74,185,,BAL,,325,Donte,2021,2021,,Heart of America Athletic Conference,R34,R/I-W/I; Not 90,53817,D.Sylencieux,,,,0,,
RET,Dorian Graham,Dorian,Graham,GRA183760,00-0029375,,,,WR,WR,13,69,188,0,BAL,,325,,,,,,,,,,32004752-4118-3760-6544-734d46044cb1,,,,,
RET,Drew Bennett,Drew,Bennett,BEN215426,00-0019976,,,,WR,WR,18,77,196,9,BAL,,325,,,,,,,,,,32004245-4e21-5426-622d-484ed2e58fc5,,,,,
RET,Drew Caylor,Drew,Caylor,CAY265611,00-0022221,,,,OL,C,62,77,288,1,BAL,,325,,,,,,,,,,32004341-5926-5611-3397-7c99e5b9e650,,,,,
DEV,Duron Harmon,Duron,Harmon,HAR195786,00-0030383,,24-01-1991,Rutgers,DB,SS,30,73,205,8,BAL,1,325,Duron,2013,2013,NE,Big East,P07,PS; Vet,40039,D.Harmon,32004841-5219-5786-e43b-d57a3d8ee96d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r84tde66ja6iuvr21yso",91,30,,
CUT,Dustin Vaughan,Dustin,Vaughan,VAU093530,00-0030970,,27-01-1991,West Texas A&M,QB,QB,2,77,243,2,BAL,1,325,Dustin,2014,2014,,Lone Star Conference,A01,Active,41810,,32005641-5509-3530-f0a0-7475ff5cf69a,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i1bru9pufhfd12qcoedo",,,,
CUT,E.J. Ejiya,E.J.,Ejiya,EJI459787,00-0035107,,06-10-1995,North Texas,LB,LB,57,73,235,0,BAL,1,325,E.J.,2019,2019,,Conference USA,A01,Active,48215,E.Ejiya,3200454a-4945-9787-413e-ad4232131b07,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qriejm0aq3pnzgnlou3t",,,,
UFA,Earl Thomas,Earl,Thomas,THO124271,00-0027866,III,07-05-1989,Texas,DB,FS,29,70,202,11,BAL,1,325,Earl,2010,2010,SEA,Big Twelve Conference,A01,Active,35453,E.Thomas III,32005448-4f12-4271-2ff1-84d7d597aa60,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zqeizl8cu6rbtyjwbjka",14,,,
RET,Earnest Byner,Earnest,Byner,BYN276861,00-0002458,,,,RB,RB,21,70,215,14,BAL,,325,,,,,,,,,,32004259-4e27-6861-4144-5ce935c1e51f,,,,,
RET,Eddie Britton,Eddie,Britton,BRI820907,00-0001790,,,,WR,WR,16,69,164,1,BAL,,325,,,,,,,,,,32004252-4982-0907-3e94-c391052f93dd,,,,,
RET,Elliott Fortune,Elliott,Fortune,FOR767654,00-0005451,,,,DL,DT,91,76,275,1,BAL,,325,,,,,,,,,,3200464f-5276-7654-41a6-89442eb7ef11,,,,,
RET,Elvis Grbac,Elvis,Grbac,GRB059326,00-0006300,,,,QB,QB,18,77,240,9,BAL,,325,,,,,,,,,,32004752-4205-9326-9fe8-deefcf9b4605,,,,,
RET,Emanuel Cook,Emanuel,Cook,COO087485,00-0026648,,,,DB,DB,26,70,200,3,BAL,,325,,,,,,,,,,3200434f-4f08-7485-bb41-68bbc2919ed7,,,,,
RET,Emmanuel Ogbuehi,Emmanuel,Ogbuehi,OGB672851,00-0029866,,,,TE,TE,,74,230,1,BAL,,325,,,,,,,,,,32004f47-4267-2851-2870-6b90e95ba4fe,,,,,
RET,Eric Vanden Heuvel,Eric,Vanden Heuvel,VAN380213,00-0027937,,,,OL,T,,79,340,0,BAL,,325,,,,,,,,,,32005641-4e38-0213-cdf5-199f964adb3a,,,,,
RET,Erik Williams,Erik,Williams,WIL270596,00-0017792,,,,OL,T,76,78,311,11,BAL,,325,,,,,,,,,,32005749-4c27-0596-e0d9-dd76b5f3cf88,,,,,
RET,Ernie Wheelwright,Ernie,Wheelwright,WHE692525,00-0026410,,,,WR,WR,17,77,217,1,BAL,,325,,,,,,,,,,32005748-4569-2525-7ade-0c52e4c63e11,,,,,
RET,Eugene Daniel,Eugene,Daniel,DAN249174,00-0003855,,,,DB,CB,30,71,178,14,BAL,,325,,,,,,,,,,32004441-4e24-9174-b49d-e611e69842bd,,,,,
RET,Eugene Monroe,Eugene,Monroe,MON286080,00-0026984,,18-04-1987,Virginia,OL,T,60,77,300,7,BAL,1,325,Eugene,,,,,,,34459,,32004d4f-4e28-6080-3010-71f0be9e9146,,,,,
ACT,Evan Adams,Evan,Adams,ADA279941,00-0036190,,,,OL,OG,64,77,347,0,BAL,,325,,,,,,,,,,32004144-4127-9941-4303-46787f054cea,,,,,2020
RES,Fish Smithson,Fish,Smithson,SMI829855,00-0033274,,18-03-1994,Kansas,DB,DB,46,71,196,1,BAL,1,325,Fish,2017,2017,,Big Twelve Conference,A01,Active,45158,F.Smithson,3200534d-4982-9855-a62a-90429d56fa7c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgjpoamz8eoulf1wj1em",,,,
RET,Floyd Turner,Floyd,Turner,TUR306952,00-0016711,,,,WR,WR,87,71,199,9,BAL,,325,,,,,,,,,,32005455-5230-6952-5291-24f4fa5d94ab,,,,,
RET,Frank Sanders,Frank,Sanders,SAN326913,00-0014328,,,,WR,WR,81,74,207,9,BAL,,325,,,,,,,,,,32005341-4e32-6913-6caa-8a1579d4cd27,,,,,
RET,Frank Wainright,Frank,Wainright,WAI152616,00-0016993,,,,TE,TE,88,74,255,10,BAL,,325,,,,,,,,,,32005741-4915-2616-e289-ccaf79cda054,,,,,
RET,Gary Walker,Gary,Walker,WAL161716,00-0030356,,,,DB,DB,39,72,200,0,BAL,,325,,,,,,,,,,32005741-4c16-1716-f0fc-7746ef355933,,,,,
ACT,Geno Stone,Geno,Stone,STO396630,00-0036199,,19-04-1999,Iowa,DB,SS,26,71,210,4,BAL,,325,Geno,2020,2020,BAL,Big Ten Conference,A01,Active,52627,G.Stone,32005354-4f39-6630-4d73-2328fd2eb451,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/on1h5qex881wtvzrye84",219,26,,2020
RET,Germany Thompson,Germany,Thompson,THO566418,00-0019408,,,,WR,WR,16,74,208,0,BAL,,325,,,,,,,,,,32005448-4f56-6418-86de-b6b537fd100e,,,,,
RET,Gerome Sapp,Gerome,Sapp,SAP601358,00-0022150,,,,DB,DB,42,73,216,5,BAL,,325,,,,,,,,,,32005341-5060-1358-74a9-c1a48baf5c35,,,,,
RET,Greg Montgomery,Greg,Montgomery,MON530633,00-0011505,,,,SPEC,P,9,76,215,9,BAL,,325,,,,,,,,,,32004d4f-4e53-0633-e97d-064a25ac5881,,,,,
RET,Greg Ryan,Greg,Ryan,RYA208153,00-0026861,,,,OL,C,0,76,295,0,BAL,,325,,,,,,,,,,32005259-4120-8153-7970-75b9471b750b,,,,,
ACT,Gus Edwards,Gus,Edwards,EDW471180,00-0034184,,13-04-1995,Rutgers,RB,RB,35,73,238,6,BAL,1,325,Gus,2018,2018,,Big Ten Conference,A01,Active,46437,G.Edwards,32004544-5747-1180-daba-c0c892edc0c8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvxpivjku1lbpf7tfafl",,35,,
RET,Harold Spears,Harold,Spears,SPE080556,00-0032022,,,,TE,TE,,76,248,0,BAL,,325,,,,,,,,,,32005350-4508-0556-da72-86f8580a0ced,,,,,
RET,Harper LeBel,Harper,LeBel,LEB311466,00-0009726,,,,TE,TE,82,76,250,10,BAL,,325,,,,,,,,,,32004c45-4231-1466-2aee-f0442536a97d,,,,,
RET,Herman Arvie,Herman,Arvie,ARV296636,00-0000458,,,,OL,T,70,76,305,4,BAL,,325,,,,,,,,,,32004152-5629-6636-cfab-320f9fa96f4c,,,,,
RET,Hunter Cantwell,Hunter,Cantwell,CAN795906,00-0026702,,,,QB,QB,,76,236,1,BAL,,325,,,,,,,,,,32004341-4e79-5906-ad52-1314f7ffd0b4,,,,,
CUT,Iman Marshall,Iman,Marshall,MAR416178,00-0034979,,27-02-1997,Southern California,DB,CB,37,73,210,2,BAL,1,325,Iman,2019,2019,BAL,Pacific Twelve Conference,W03,Waivers/No Rec.,47910,I.Marshall,32004d41-5241-6178-2ecb-70bae5d48123,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cofpr5qnyf3dqqryvvwm",127,37,,
ACT,Isaiah Likely,Isaiah,Likely,LIK088990,00-0037838,,,Coastal Carolina,TE,TE,80,76,240,2,BAL,,325,Isaiah,2022,2022,BAL,Sun Belt Conference,A01,Active,54604,I.Likely,32004c49-4b08-8990-7695-dc4768035012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z8xwspdtqixrzxxjbapx",139,80,,
RET,Isaiah Wiggins,Isaiah,Wiggins,WIG183741,00-0026409,,,,OL,G,79,76,300,0,BAL,,325,,,,,,,,,,32005749-4718-3741-e5b4-ed649d43b2bc,,,,,
RET,Issac Booth,Issac,Booth,BOO581406,00-0001493,,,,DB,DB,36,75,190,3,BAL,,325,,,,,,,,,,3200424f-4f58-1406-c568-af00bd78b6e7,,,,,
RET,J.J. Unga,J.J.,Unga,UNG146929,00-0030021,,,,OL,T,,77,320,1,BAL,,325,,,,,,,,,,3200554e-4714-6929-63c5-1fecb9ad5590,,,,,
RES,J.K. Dobbins,Jkaylin,Dobbins,DOB207645,00-0036158,,17-12-1998,Ohio State,RB,RB,27,70,214,4,BAL,,325,J.K.,2020,2020,BAL,Big Ten Conference,R01,R/Injured,52463,J.Dobbins,3200444f-4220-7645-7ee7-94f57d3eed4f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbp5kcbx7xqlqwqjvfrw",55,27,,2020
RET,J.R. Jenkins,J.R.,Jenkins,JEN288050,00-0020685,,,,SPEC,K,6,73,195,0,BAL,,325,,,,,,,,,,32004a45-4e28-8050-9f0d-72b696975175,,,,,
U01,Ja'Wuan James,Ja'Wuan,James,JAM218029,00-0031417,,03-06-1992,Tennessee,OL,T,71,78,312,7,BAL,1,325,Ja'Wuan,2014,2014,MIA,Southeastern Conference,U01,R/UFA,41245,J.James,32004a41-4d21-8029-cd5c-4a092b767472,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qrchxykky1hsigyn3iex",19,71,,
CUT,Jacob Breeland,Jacob,Breeland,BRE193434,00-0036154,,,Oregon,TE,TE,88,77,250,0,BAL,,325,Jacob,2020,2020,,Pacific Twelve Conference,W03,Waivers/No Rec.,53056,J.Breeland,32004252-4519-3434-7c5f-00fa76a0e7b9,,,88,,2020
RET,Jacob Harfman,Jacob,Harfman,HAR139309,00-0028361,,,,SPEC,K,6,70,195,0,BAL,,325,,,,,,,,,,32004841-5213-9309-b9ec-df103881acdb,,,,,
ACT,Jadeveon Clowney,Jadeveon,Clowney,CLO535848,00-0031364,,14-02-1993,South Carolina,LB,OLB,24,77,255,10,BAL,1,325,Jadeveon,2014,2014,HOU,Southeastern Conference,A01,Active,41227,J.Clowney,3200434c-4f53-5848-cd48-3846b85c634d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rmuagbaye1s4hfevcqov",1,24,,
CUT,Jaelon Acklin,Jaelon,Acklin,ACK523986,00-0034180,,10-08-1995,Western Illinois,WR,WR,80,73,189,0,BAL,1,325,Jaelon,2018,2018,,Missouri Valley Football Conference,R34,R/I-W/I; Not 90,46433,,32004143-4b52-3986-c2b7-232922b477b9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zifqtdfxqnkjpajwzlno",,,,
CUT,Jake Guidone,Jake,Guidone,GUI102033,00-0038460,,,Connecticut,OL,G,67,74,304,0,BAL,,325,Jake,2023,2023,,American Athletic Conference,W03,Waivers/No Rec.,56211,J.Guidone,32004755-4910-2033-1808-f1ddb0bec821,,,67,,
CUT,Jake Rodgers,Jacob,Rodgers,ROD371028,00-0031621,,10-09-1991,Eastern Washington,OL,T,76,78,320,2,BAL,1,325,Jake,2015,2015,ATL,Big Sky Conference,W03,Waivers/No Rec.,42568,J.Rodgers,3200524f-4437-1028-ac0e-a0620d045b99,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bue24ancqkrxok7vwibf",225,76,,
ACT,Jalyn Armour-Davis,Jalyn,Armour-Davis,ARM046414,00-0038119,,,Alabama,DB,CB,5,73,192,2,BAL,,325,Jalyn,2022,2022,BAL,Southeastern Conference,I01,Inactive,54584,J.Armour-Davis,32004152-4d04-6414-93f6-f7dc9dcb5422,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bageg3vo6izvdbxzuiab",119,5,,
RET,Jamaine Winborne,Jamaine,Winborne,WIN031386,00-0022662,,,,DB,CB,28,70,202,3,BAL,,325,,,,,,,,,,32005749-4e03-1386-be83-969fbba4a55b,,,,,
RET,Jamar Enzor,Jamar,Enzor,ENZ474619,00-0022980,,,,LB,LB,,73,238,1,BAL,,325,,,,,,,,,,3200454e-5a47-4619-cd18-8da5a822e52b,,,,,
RET,Jamel White,Jamel,White,WHI233632,00-0019057,,,,RB,RB,30,69,222,6,BAL,,325,,,,,,,,,,32005748-4923-3632-cc60-a02ae02a410f,,,,,
CUT,James Crawford,James,Crawford,CRA664389,00-0034881,,02-12-1994,Illinois,LB,ILB,57,74,239,3,BAL,1,325,James,2018,2018,,Big Ten Conference,P06,PS; Exc,47010,J.Crawford,32004352-4166-4389-1a49-36ec7a8ddcc0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcu7jpf9sn7lhrcsb7eq",,57,,
RET,James Hardy,James,Hardy,HAR108650,00-0026181,,,,WR,WR,13,77,220,2,BAL,,325,,,,,,,,,,32004841-5210-8650-e0d5-22128329712c,,,,,
CUT,James Proche,James,Proche,PRO085796,00-0036133,,20-09-1996,Southern Methodist,WR,WR,10,72,193,4,BAL,,325,James,2020,2020,BAL,American Athletic Conference,W03,Waivers/No Rec.,52609,J.Proche,32005052-4f08-5796-4cb1-27dfb52239e2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/esjpio5c0exxgppw2i05",201,10,,2020
RET,James Roe,James,Roe,ROE106954,00-0013951,,,,WR,WR,89,73,187,3,BAL,,325,,,,,,,,,,3200524f-4510-6954-cfd0-464042d4b9fe,,,,,
DEV,Janarion Grant,Janarion,Grant,GRA446275,00-0034307,,20-11-1993,Rutgers,WR,WR,84,70,173,0,BAL,1,325,Janarion,2018,2018,,Big Ten Conference,A01,Active,46532,J.Grant,32004752-4144-6275-904a-bd305851d320,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ewjqefv890ar7hxnolod",,,,
CUT,Jaquan Amos,Jaquan,Amos,AMO587767,00-0038527,,,Ball State,DB,SS,37,76,194,0,BAL,,325,Jaquan,2023,2023,,Mid-American Conference,W03,Waivers/No Rec.,56280,J.Amos,3200414d-4f58-7767-3b14-2637f8cb21ff,,,37,,
CUT,Jarell Broxton,Jarell,Broxton,BRO828936,00-0032565,,27-03-1993,Baylor,OL,OG,61,75,333,1,BAL,1,325,Jarell,2016,2016,,Big Twelve Conference,A01,Active,43685,J.Broxton,32004252-4f82-8936-1062-e22ab75cd039,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wasmd5zynvn5rcagpqcn",,,,
CUT,Jarrod Pughsley,Jarrod,Pughsley,PUG441540,00-0030964,,18-12-1990,Akron,OL,OG,63,76,320,1,BAL,1,325,Jarrod,2014,2014,,Mid-American Conference,A01,Active,41804,J.Pughsley,32005055-4744-1540-3270-a34455bdcdbf,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avhua5zbooqffm5o27ul",,,,
CUT,Jason Babin,Jason,Babin,BAB714004,00-0022695,,24-05-1980,Western Michigan,DL,DE,58,75,267,12,BAL,1,325,Jason,,,,,,,28979,,32004241-4271-4004-dc69-f29392b9a56f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rftscyovutjw3klj3wsm",,,,
RET,Jason Brookins,Jason,Brookins,BRO111435,00-0019423,,,,RB,RB,44,72,235,1,BAL,,325,,,,,,,,,,32004252-4f11-1435-51ba-a99bf544b517,,,,,
RET,Jason Cook,Jason,Cook,COO152910,00-0026856,,,,RB,FB,39,72,245,0,BAL,,325,,,,,,,,,,3200434f-4f15-2910-2b18-47e19cad11ca,,,,,
RET,Jason McKie,Jason,McKie,MCK386889,00-0020805,,,,RB,RB,38,71,250,8,BAL,,325,,,,,,,,,,32004d43-4b38-6889-94be-9e25ce15d2ec,,,,,
RET,Jason Murphy,Jason,Murphy,MUR272916,00-0023997,,,,OL,G,61,74,304,1,BAL,,325,,,,,,,,,,32004d55-5227-2916-2318-df6f97c2b55d,,,,,
U01,Jason Pierre-Paul,Jason,Pierre-Paul,PIE587019,00-0027867,,01-01-1989,South Florida,DL,DE,4,77,275,11,BAL,1,325,Jason,2010,2010,NYG,Big East,U01,R/UFA,35454,J.Pierre-Paul,32005049-4558-7019-446d-495a9311a45c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwl0fkpfwut1rizcarub",15,4,,
RET,Javin Hunter,Javin,Hunter,HUN678264,00-0021313,,,,WR,WR,84,71,190,2,BAL,,325,,,,,,,,,,32004855-4e67-8264-8ff8-6c3b4d8a5078,,,,,
PUP,Jaylen Hill,Jaylen,Hill,HIL397740,00-0033826,,26-05-1994,Jacksonville State,DB,CB,43,70,175,2,BAL,1,325,Jaylen,2017,2017,,Ohio Valley Conference,A02,Active/PUP,45687,J.Hill,32004849-4c39-7740-925f-47c5bbe4e559,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bx9xoxvogvnhlbtdxhak",,,,
INA,Jaylon Ferguson,Jaylon,Ferguson,FER168492,00-0035651,,14-12-1995,Louisiana Tech,LB,OLB,45,77,275,2,BAL,1,325,Jaylon,2019,2019,BAL,Conference USA,A01,Active,47868,J.Ferguson,32004645-5216-8492-efe9-dfa1a1176b99,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/un3gtkku0prkvucz8hg8",85,45,,
RET,Jayson Foster,Jayson,Foster,FOS425039,00-0026004,,,,WR,WR,18,67,175,1,BAL,,325,,,,,,,,,,3200464f-5342-5039-6492-13897ef1b6bc,,,,,
RET,Jed DeVries,Jed,DeVries,DEV747334,00-0004243,,,,OL,T,60,78,300,2,BAL,,325,,,,,,,,,,32004445-5674-7334-d805-670cefb5d329,,,,,
